,name,model,year,selling_price,km_driven,fuel,mileage,engine,seats
1211,Honda BR-V i-VTEC,Honda,2017,595000,120000,Petrol,15.4,1497,7
1212,Maruti Vitara Brezza,Maruti,2018,833000,35000,Diesel,24.3,1248,5
1213,Maruti Swift VDI,Maruti,2011,280000,210000,Diesel,22.9,1248,5
1214,Maruti 800 Std,Maruti,2003,35000,35000,Petrol,16.1,796,4
1215,Maruti Ritz VDi,Maruti,2009,180000,85000,Diesel,21.1,1248,5
1216,Maruti Wagon R,Maruti,2012,225000,80000,Petrol,18.9,998,5
1217,Mercedes-Benz New C-Class,Mercedes-Benz,2012,1400000,50000,Diesel,14.84,2143,5
1218,Hyundai i20 Era,Hyundai,2009,340000,40000,Diesel,23.0,1396,5
1219,Toyota Innova 2.5,Toyota,2010,550000,216000,Diesel,12.8,2494,8
1220,Maruti Wagon R,Maruti,2017,400000,65000,Petrol,20.51,998,5
1221,Hyundai Getz GLE,Hyundai,2006,90000,100000,Petrol,15.3,1341,5
1222,Maruti Ciaz VDi,Maruti,2015,650000,84000,Diesel,28.09,1248,5
1223,Toyota Innova 2.5,Toyota,2012,730000,210000,Diesel,12.99,2494,7
1224,Chevrolet Aveo U-VA,Chevrolet,2010,125000,60000,Petrol,15.26,1150,5
1225,Hyundai Getz GLE,Hyundai,2006,81000,100000,Petrol,15.3,1341,5
1226,Maruti Swift Glam,Maruti,2007,170000,78000,Petrol,16.1,1298,5
1227,Honda City 1.5,Honda,2002,81000,161000,Petrol,13.0,1493,5
1228,Maruti Alto LX,Maruti,2005,95000,70000,Petrol,19.7,796,5
1229,Tata Nano Cx,Tata,2010,55000,50000,Petrol,26.0,624,4
1230,Renault Lodgy World,Renault,2017,880000,65000,Diesel,19.98,1461,8
1231,Renault KWID RXL,Renault,2015,200000,50000,Petrol,25.17,799,5
1232,Maruti Wagon R,Maruti,2019,480000,25000,Petrol,20.52,1197,5
1233,Mahindra Bolero 2011-2019,Mahindra,2013,480000,100000,Diesel,15.96,2523,9
1234,Hyundai i20 1.2,Hyundai,2018,700000,6000,Petrol,18.6,1197,5
1235,Honda BRV i-DTEC,Honda,2016,850000,72113,Diesel,21.9,1498,7
1236,Tata Indigo CR4,Tata,2012,300000,40000,Diesel,23.57,1396,5
1237,Hyundai i20 1.2,Hyundai,2017,650000,8000,Petrol,18.6,1197,5
1238,Maruti Ritz VXI,Maruti,2010,220000,20000,Petrol,21.1,1197,5
1239,Tata Indigo CS,Tata,2014,300000,45000,Diesel,19.09,1405,5
1240,Maruti Swift Dzire,Maruti,2014,450000,80000,Diesel,23.4,1248,5
1241,Maruti Swift VDI,Maruti,2014,400000,90000,Diesel,25.2,1248,5
1242,Maruti S-Cross 2017-2020,Maruti,2018,1030000,25000,Diesel,25.1,1248,5
1243,Tata Manza Aura,Tata,2010,190000,100000,Diesel,18.8,1248,5
1244,Ford Fiesta 1.4,Ford,2006,140000,60000,Petrol,16.6,1388,5
1245,Hyundai i20 Active,Hyundai,2018,800000,30000,Diesel,21.19,1396,5
1246,Mahindra Scorpio LX,Mahindra,2007,229999,120000,Diesel,10.5,2609,7
1247,Tata Safari DICOR,Tata,2011,300000,80000,Diesel,13.93,2179,7
1248,Volkswagen Vento Diesel,Volkswagen,2011,375000,69000,Diesel,20.54,1598,5
1249,Chevrolet Beat LT,Chevrolet,2010,140000,75000,Petrol,18.6,1199,5
1250,Maruti Alto LX,Maruti,2004,60000,113000,Petrol,19.7,796,5
1251,Hyundai Xcent 1.1,Hyundai,2014,420000,90000,Diesel,24.4,1120,5
1252,Renault Pulse RxZ,Renault,2012,300000,100000,Diesel,23.08,1461,5
1253,Tata Indica Vista,Tata,2012,150000,110000,Diesel,22.3,1248,5
1254,Ford EcoSport 1.5,Ford,2015,600000,90000,Diesel,22.77,1498,5
1255,Ford Figo Diesel,Ford,2011,204999,100000,Diesel,20.0,1399,5
1256,Hyundai Xcent 1.2,Hyundai,2017,625000,50000,Diesel,25.4,1186,5
1257,Fiat Grande Punto,Fiat,2011,280000,200000,Diesel,20.5,1248,5
1258,Hyundai Santa Fe,Hyundai,2014,1050000,146000,Diesel,13.01,2199,7
1259,Chevrolet Optra Magnum,Chevrolet,2009,250000,80000,Petrol,12.9,1598,5
1260,Tata New Safari,Tata,2010,535000,96443,Diesel,11.57,2179,7
1261,Honda Aord 2.4,Honda,2009,400000,100000,Petrol,11.7,2354,5
1262,Maruti Swift AMT,Maruti,2019,610000,10000,Petrol,21.21,1197,5
1263,Maruti Swift Dzire,Maruti,2014,509999,110000,Diesel,23.4,1248,5
1264,Tata Safari Storme,Tata,2014,521000,86000,Diesel,14.0,2179,7
1265,Maruti Swift Dzire,Maruti,2014,511000,100000,Diesel,23.4,1248,5
1266,Hyundai i20 Sportz,Hyundai,2014,451000,91000,Diesel,22.54,1396,5
1267,Hyundai i10 Sportz,Hyundai,2009,170000,100000,Petrol,20.36,1197,5
1268,Maruti Swift Dzire,Maruti,2013,450000,120000,Diesel,23.4,1248,5
1269,Honda City 1.5,Honda,2011,375000,90000,Petrol,17.0,1497,5
1270,Maruti Alto 800,Maruti,2016,305000,60000,Petrol,22.74,796,5
1271,Renault KWID RXT,Renault,2016,315000,51500,Petrol,25.17,799,5
1272,Chevrolet Sail 1.3,Chevrolet,2016,250000,60000,Diesel,22.1,1248,5
1273,Ford Figo Diesel,Ford,2012,200000,104500,Diesel,20.0,1399,5
1274,Ford EcoSport 1.5,Ford,2018,950000,30000,Diesel,23.0,1498,5
1275,Renault Duster 110PS,Renault,2012,400000,120000,Diesel,19.01,1461,5
1276,Maruti Swift ZDi,Maruti,2014,509999,100000,Diesel,22.9,1248,5
1277,Honda Civic 1.8,Honda,2008,375000,90000,Petrol,13.5,1799,5
1278,Maruti Wagon R,Maruti,2005,150000,150000,Petrol,18.9,998,5
1279,Maruti Wagon R,Maruti,2006,75000,60000,Petrol,18.9,998,5
1280,Hyundai Verna 1.4,Hyundai,2015,465000,50000,Petrol,17.43,1396,5
1281,Hyundai Grand i10,Hyundai,2019,700000,10000,Diesel,24.0,1186,5
1282,Mahindra Scorpio 1.99,Mahindra,2015,950000,120000,Diesel,15.4,1997,7
1283,Hyundai i20 1.2,Hyundai,2017,610000,40000,Petrol,18.6,1197,5
1284,Maruti Alto 800,Maruti,2014,235000,50000,Petrol,22.74,796,5
1285,Maruti Eeco 5,Maruti,2017,330000,90000,Petrol,15.37,1196,5
1286,Nissan Terrano XE,Nissan,2014,472000,90000,Diesel,20.45,1461,5
1287,Maruti Swift VXI,Maruti,2019,585000,10000,Petrol,21.21,1197,5
1288,Mahindra Supro LX,Mahindra,2018,500000,10000,Diesel,23.5,909,8
1289,Maruti Alto K10,Maruti,2019,360000,27000,Petrol,23.95,998,5
1290,Maruti Swift Dzire,Maruti,2016,649000,70000,Diesel,26.59,1248,5
1291,Maruti Omni MPI,Maruti,2017,200000,50000,Petrol,16.8,796,5
1292,Hyundai Grand i10,Hyundai,2014,400000,110000,Diesel,24.0,1120,5
1293,Maruti Celerio VDi,Maruti,2015,250000,100000,Diesel,27.62,793,5
1294,Mahindra Marazzo M6,Mahindra,2018,1200000,50000,Diesel,17.3,1497,7
1295,Maruti Swift Vdi,Maruti,2009,250000,105000,Diesel,17.8,1248,5
1296,Toyota Innova 2.5,Toyota,2013,819999,110000,Diesel,12.99,2494,8
1297,Mahindra XUV500 W8,Mahindra,2014,800000,60000,Diesel,15.1,2179,7
1298,Ford Ecosport 1.0,Ford,2013,429000,49102,Petrol,18.88,999,5
1299,Hyundai Santro Xing,Hyundai,2010,150000,60000,Petrol,17.92,1086,5
1300,Chevrolet Beat Diesel,Chevrolet,2012,170000,90000,Diesel,25.44,936,5
1301,Honda Brio Exclusive,Honda,2014,335000,33033,Petrol,19.4,1198,5
1302,Hyundai Grand i10,Hyundai,2015,465000,63063,Petrol,18.9,1197,5
1303,Renault Duster 110PS,Renault,2013,360000,81000,Diesel,19.01,1461,5
1304,Hyundai Xcent 1.2,Hyundai,2018,570000,80000,Diesel,25.4,1186,5
1305,Renault Duster 110PS,Renault,2012,350000,105000,Diesel,19.01,1461,5
1306,Maruti Ertiga BSIV,Maruti,2017,700000,227000,Petrol,17.5,1373,7
1307,Renault Duster 110PS,Renault,2012,375000,100000,Diesel,19.01,1461,5
1308,Maruti Eeco CNG,Maruti,2019,450000,60000,CNG,21.94,1196,5
1309,Hyundai i20 Magna,Hyundai,2013,325000,70000,Diesel,21.9,1396,5
1310,Volkswagen Vento Diesel,Volkswagen,2011,260000,120000,Diesel,20.54,1598,5
1311,Maruti Alto LXi,Maruti,2009,130000,80000,Petrol,19.7,796,5
1312,Tata New Safari,Tata,2008,150000,120000,Diesel,11.57,2179,7
1313,Hyundai Santro Xing,Hyundai,2014,220000,40000,Petrol,17.92,1086,5
1314,Hyundai i10 Magna,Hyundai,2014,275000,53000,Petrol,20.36,1197,5
1315,Maruti Swift LDI,Maruti,2017,455000,60000,Diesel,25.2,1248,5
1316,Hyundai i20 1.2,Hyundai,2017,570000,30000,Petrol,18.6,1197,5
1317,Volkswagen Vento Diesel,Volkswagen,2013,330000,100000,Diesel,20.54,1598,5
1318,Toyota Innova Crysta,Toyota,2018,1576000,70000,Diesel,13.68,2393,7
1319,Maruti Ertiga ZDI,Maruti,2012,450000,98000,Diesel,20.77,1248,7
1320,Hyundai EON Magna,Hyundai,2014,250000,60000,Petrol,21.1,814,5
1321,Hyundai i10 Sportz,Hyundai,2010,165000,80000,Petrol,20.36,1197,5
1322,Mahindra Ssangyong Rexton,Mahindra,2013,800000,117000,Diesel,11.18,2696,7
1323,Honda Jazz 1.2,Honda,2018,680000,8576,Petrol,18.7,1199,5
1324,Tata Tigor 1.2,Tata,2017,525000,19723,Petrol,20.3,1199,5
1325,Honda City 1.5,Honda,2016,825000,21446,Petrol,16.8,1497,5
1326,Maruti S-Cross 2017-2020,Maruti,2017,750000,52289,Diesel,25.1,1248,5
1327,Mahindra Scorpio S4,Mahindra,2017,950000,52236,Diesel,15.4,2179,7
1328,Mahindra Scorpio S4,Mahindra,2017,950000,54470,Diesel,15.4,2179,7
1329,Hyundai i20 1.4,Hyundai,2017,675000,25471,Diesel,21.9,1396,5
1330,Tata Tiago XT,Tata,2019,490000,33928,Petrol,23.84,1199,5
1331,Mahindra TUV 300,Mahindra,2018,775000,59736,Diesel,18.49,1493,7
1332,Honda City 1.5,Honda,2009,350000,54290,Petrol,17.0,1497,5
1333,Honda Brio S,Honda,2016,475000,2118,Petrol,19.4,1198,5
1334,Mahindra Scorpio S4,Mahindra,2017,950000,61379,Diesel,15.4,2179,7
1335,Honda City i-VTEC,Honda,2010,350000,58544,Petrol,17.4,1497,5
1336,Maruti Wagon R,Maruti,2016,400000,74381,Petrol,21.79,998,5
1337,Maruti 800 DX,Maruti,2001,75000,35000,Petrol,16.1,796,4
1338,Ford Ecosport 1.5,Ford,2017,850000,63982,Diesel,22.7,1498,5
1339,Maruti Wagon R,Maruti,2008,175000,65000,Petrol,18.9,998,5
1340,Mahindra Bolero 2011-2019,Mahindra,2014,570000,74000,Diesel,15.96,2523,7
1341,Renault Duster 110PS,Renault,2013,525000,56429,Diesel,19.01,1461,5
1342,Hyundai i10 Magna,Hyundai,2012,270000,56000,Petrol,20.36,1197,5
1343,Hyundai Santro Magna,Hyundai,2019,434999,19500,Petrol,20.3,1086,5
1344,Hyundai i20 Asta,Hyundai,2015,495000,30000,Petrol,18.6,1197,5
1345,Hyundai i20 Asta,Hyundai,2016,575000,53000,Diesel,22.54,1396,5
1346,Hyundai Xcent 1.2,Hyundai,2017,600000,5000,Petrol,20.14,1197,5
1347,Hyundai Verna 1.6,Hyundai,2015,700000,25000,Petrol,17.01,1591,5
1348,Honda City i,Honda,2014,560000,72000,Diesel,26.0,1498,5
1349,Mahindra Bolero DI,Mahindra,2005,250000,80000,Diesel,13.6,2523,7
1350,Skoda Rapid 1.6,Skoda,2013,409999,29000,Petrol,15.0,1598,5
1351,Nissan Terrano XL,Nissan,2016,495000,56832,Diesel,19.87,1461,5
1352,Hyundai Elite i20,Hyundai,2014,470000,30528,Petrol,18.6,1197,5
1353,Honda Amaze S,Honda,2013,350000,65285,Diesel,24.7,1498,5
1354,Toyota Innova Crysta,Toyota,2020,1560000,20102,Diesel,13.68,2393,8
1355,Honda Jazz 1.2,Honda,2015,480000,43000,Petrol,18.7,1199,5
1356,Toyota Etios Liva,Toyota,2013,270000,52380,Diesel,23.59,1364,5
1357,Mahindra Bolero B2,Mahindra,2018,660000,74250,Diesel,21.0,1498,7
1358,Maruti Ignis 1.2,Maruti,2017,490000,57247,Petrol,20.89,1197,5
1359,Maruti Vitara Brezza,Maruti,2017,800000,52000,Diesel,24.3,1248,5
1360,Nissan Sunny XV,Nissan,2011,350000,47000,Petrol,16.95,1498,5
1361,Ford Fiesta EXi,Ford,2011,170000,80000,Diesel,17.8,1399,5
1362,Tata Indica Vista,Tata,2011,125000,85000,Diesel,18.0,1248,5
1363,Maruti Swift Dzire,Maruti,2012,400000,100000,Diesel,19.3,1248,5
1364,Nissan Sunny XV,Nissan,2011,250000,110000,Petrol,16.95,1498,5
1365,Fiat Linea Emotion,Fiat,2010,190000,178000,Diesel,20.4,1248,5
1366,Maruti Alto LX,Maruti,2010,125000,120000,Petrol,19.7,796,5
1367,Jeep Compass 2.0,Jeep,2017,1950000,70000,Diesel,16.3,1956,5
1368,Audi Q5 2.0,Audi,2011,1300000,120000,Diesel,12.8,1968,5
1369,Toyota Innova 2.5,Toyota,2010,786000,155000,Diesel,12.8,2494,8
1370,Maruti Wagon R,Maruti,2015,335000,30000,Petrol,20.51,998,5
1371,Maruti Wagon R,Maruti,2009,114999,60000,Petrol,18.9,1061,5
1372,Volkswagen Polo Diesel,Volkswagen,2012,229999,70000,Diesel,22.07,1199,5
1373,Hyundai i20 2015-2017,Hyundai,2017,731000,40000,Diesel,22.54,1396,5
1374,Hyundai Verna 1.6,Hyundai,2012,395000,120000,Diesel,22.32,1582,5
1375,Maruti Swift Dzire,Maruti,2015,500000,120000,Diesel,26.59,1248,5
1376,Hyundai EON Era,Hyundai,2014,220000,50000,Petrol,21.1,814,5
1377,Ford Figo Diesel,Ford,2013,240000,100000,Diesel,20.0,1399,5
1378,Hyundai i20 1.4,Hyundai,2010,215000,120000,Diesel,23.0,1396,5
1379,Maruti Swift VDI,Maruti,2012,400000,90000,Diesel,22.9,1248,5
1380,Maruti Zen Estilo,Maruti,2012,191000,90000,Petrol,19.0,998,5
1381,Mahindra Xylo D4,Mahindra,2013,351000,100000,Diesel,14.0,2498,8
1382,Tata Nano XTA,Tata,2015,250000,20000,Petrol,21.9,624,4
1383,Hyundai Verna CRDi,Hyundai,2009,210000,90000,Diesel,18.1,1493,5
1384,Toyota Etios VX,Toyota,2011,300000,120000,Petrol,17.6,1496,5
1385,Ford Figo Aspire,Ford,2017,700000,35000,Diesel,25.83,1498,5
1386,Hyundai Sonata CRDi,Hyundai,2010,500000,120000,Diesel,11.8,1991,5
1387,Maruti 800 AC,Maruti,2002,120000,120000,Petrol,16.1,796,4
1388,Hyundai Elite i20,Hyundai,2019,850000,10000,Diesel,22.54,1396,5
1389,Honda WR-V i-DTEC,Honda,2017,770000,65000,Diesel,25.5,1498,5
1390,Honda Civic 1.8,Honda,2007,245000,90000,Petrol,13.5,1799,5
1391,Maruti Alto K10,Maruti,2012,250000,90000,Petrol,20.92,998,5
1392,Hyundai i20 Active,Hyundai,2016,651000,42323,Diesel,21.19,1396,5
1393,Honda City V,Honda,2013,480000,42462,Petrol,16.8,1497,5
1394,Maruti Swift VDI,Maruti,2015,470000,54723,Diesel,25.2,1248,5
1395,Honda Jazz 1.5,Honda,2016,500000,30000,Diesel,27.3,1498,5
1396,BMW X1 sDrive20d,BMW,2011,1075000,42545,Diesel,19.62,1998,5
1397,Maruti S-Cross 2017-2020,Maruti,2016,690000,32000,Diesel,25.1,1248,5
1398,Maruti Ignis 1.2,Maruti,2018,480000,20375,Petrol,20.89,1197,5
1399,Maruti Swift ZDI,Maruti,2013,450000,43978,Diesel,28.4,1248,5
1400,Maruti Vitara Brezza,Maruti,2018,770000,50000,Diesel,24.3,1248,5
1401,Mahindra Bolero B4,Mahindra,2015,445000,40200,Diesel,21.0,1498,7
1402,Hyundai i20 1.2,Hyundai,2018,700000,30000,Petrol,18.6,1197,5
1403,Maruti Ertiga ZDI,Maruti,2014,560000,90000,Diesel,20.77,1248,7
1404,Ford Ecosport Sports,Ford,2013,475000,48000,Diesel,21.7,1498,5
1405,Honda Amaze E,Honda,2014,465000,27233,Diesel,27.4,1498,5
1406,Maruti Swift Dzire,Maruti,2017,520000,28832,Diesel,23.4,1248,5
1407,Tata Manza Aura,Tata,2011,225000,35000,Petrol,15.0,1368,5
1408,Maruti Ertiga ZXI,Maruti,2015,700000,35000,Petrol,16.02,1373,7
1409,Maruti Vitara Brezza,Maruti,2017,780000,40000,Diesel,24.3,1248,5
1410,Honda City 2017-2020,Honda,2006,93150,80000,Petrol,17.7,1497,5
1411,Mahindra Quanto C4,Mahindra,2016,403000,30000,Diesel,17.21,1493,7
1412,Hyundai i10 Era,Hyundai,2009,229999,50000,Petrol,19.81,1086,5
1413,Maruti Swift Dzire,Maruti,2016,525000,40000,Diesel,26.59,1248,5
1414,Maruti Ertiga VXI,Maruti,2014,560000,25000,Petrol,16.02,1373,7
1415,Mahindra XUV500 W7,Mahindra,2020,830000,120000,Diesel,15.1,2179,7
1416,Maruti Ritz VDi,Maruti,2011,250000,60000,Diesel,21.1,1248,5
1417,Mahindra Bolero 2011-2019,Mahindra,2014,450000,110000,Diesel,15.96,2523,9
1418,Mahindra Scorpio 1.99,Mahindra,2016,745000,67000,Diesel,15.4,1997,7
1419,Ford Figo Diesel,Ford,2010,144000,50000,Diesel,20.0,1399,5
1420,Maruti Zen Estilo,Maruti,2008,120000,40000,Petrol,18.2,1061,5
1421,Tata New Safari,Tata,2008,300000,120000,Diesel,11.57,2179,7
1422,Maruti 800 DX,Maruti,1999,52000,100000,Petrol,16.1,796,4
1423,Mahindra Scorpio 2.6,Mahindra,2003,300000,98000,Diesel,10.5,2179,8
1424,Mahindra Bolero DI,Mahindra,2009,270000,150000,Diesel,13.6,2523,7
1425,Chevrolet Sail LT,Chevrolet,2014,260000,38000,Diesel,22.1,1248,5
1426,Toyota Etios GD,Toyota,2015,475000,120000,Diesel,23.59,1364,5
1427,Ford Figo Diesel,Ford,2011,302000,103000,Diesel,20.0,1399,5
1428,Maruti 800 AC,Maruti,1994,45000,60000,Petrol,16.1,796,4
1429,Maruti Vitara Brezza,Maruti,2017,775000,80000,Diesel,24.3,1248,5
1430,Maruti Ertiga VDI,Maruti,2015,700000,50000,Diesel,20.77,1248,7
1431,Maruti Swift VDI,Maruti,2014,530000,90000,Diesel,25.2,1248,5
1432,Tata Nexon 1.5,Tata,2017,869999,70000,Diesel,21.5,1497,5
1433,Hyundai Elantra CRDi,Hyundai,2006,155000,110000,Diesel,14.9,1991,5
1434,Tata Tiago 1.2,Tata,2019,550000,30000,Petrol,23.84,1199,5
1435,Maruti Swift Dzire,Maruti,2016,600000,80000,Diesel,26.59,1248,5
1436,Maruti Swift Dzire,Maruti,2012,430000,110000,Diesel,19.3,1248,5
1437,Tata Manza Aura,Tata,2010,246000,120000,Diesel,18.8,1248,5
1438,Maruti Zen VXi,Maruti,2003,120000,120000,Petrol,17.3,993,5
1439,Hyundai i20 Asta,Hyundai,2014,565000,70000,Petrol,18.6,1197,5
1440,Hyundai Elite i20,Hyundai,2018,850000,60000,Diesel,22.54,1396,5
1441,Maruti Alto LXi,Maruti,2006,160000,90000,Petrol,19.7,796,5
1442,Fiat Linea Classic,Fiat,2014,325000,142500,Diesel,19.5,1248,5
1443,Mahindra Scorpio VLX,Mahindra,2011,450000,90000,Diesel,12.05,2179,8
1444,Hyundai i10 Sportz,Hyundai,2015,310000,50000,Petrol,19.81,1086,5
1445,Honda Amaze S,Honda,2013,250000,90000,Diesel,25.8,1498,5
1446,Maruti Swift Dzire,Maruti,2015,420000,115000,Diesel,26.59,1248,5
1447,Hyundai i20 Sportz,Hyundai,2013,330000,150000,Petrol,15.0,1396,5
1448,Maruti Swift VXI,Maruti,2015,405000,68000,Petrol,20.4,1197,5
1449,Mahindra Bolero 2011-2019,Mahindra,2013,400000,90000,Diesel,15.96,2523,7
1450,Honda City V,Honda,2010,409999,110000,Petrol,15.6,1497,5
1451,Mahindra Bolero 2011-2019,Mahindra,2013,500000,70000,Diesel,15.96,2523,7
1452,Mahindra XUV500 W8,Mahindra,2011,590000,80000,Diesel,15.1,2179,7
1453,Hyundai i10 Era,Hyundai,2007,135000,100000,Petrol,19.81,1086,5
1454,Maruti Wagon R,Maruti,2004,70000,70000,Petrol,18.9,998,5
1455,Maruti 800 Std,Maruti,2004,45000,77000,Petrol,16.1,796,4
1456,Maruti Swift Dzire,Maruti,2018,650000,35500,Diesel,28.4,1248,5
1457,Maruti Wagon R,Maruti,2018,400000,17500,Petrol,20.51,998,5
1458,Maruti Alto K10,Maruti,2017,350000,27000,Petrol,23.95,998,5
1459,Hyundai Grand i10,Hyundai,2017,550000,60000,Diesel,24.0,1186,5
1460,Maruti Wagon R,Maruti,2016,350000,25000,Petrol,20.51,998,5
1461,Maruti Swift Dzire,Maruti,2015,459999,80000,Diesel,26.59,1248,5
1462,Maruti Alto LXi,Maruti,2012,185000,60000,Petrol,19.7,796,5
1463,Volkswagen Polo Diesel,Volkswagen,2013,550000,38000,Diesel,22.07,1199,5
1464,Maruti Wagon R,Maruti,2012,300000,100000,LPG,26.2,998,5
1465,Toyota Innova 2.5,Toyota,2011,900000,110000,Diesel,12.8,2494,8
1466,Honda BR-V i-DTEC,Honda,2016,900000,92000,Diesel,21.9,1498,7
1467,Mahindra Bolero 2011-2019,Mahindra,2012,550000,180000,Diesel,15.96,2523,9
1468,Maruti Baleno Zeta,Maruti,2018,625000,10000,Petrol,21.4,1197,5
1469,Maruti Alto 800,Maruti,2017,310000,35000,Petrol,24.7,796,5
1470,Maruti Swift DDiS,Maruti,2017,500000,35000,Diesel,28.4,1248,5
1471,Hyundai Grand i10,Hyundai,2016,610000,23000,Diesel,24.0,1120,5
1472,Tata Indigo CS,Tata,2012,150000,150000,Diesel,19.09,1396,5
1473,Hyundai Xcent 1.1,Hyundai,2015,480000,70000,Diesel,24.4,1120,5
1474,Hyundai i20 1.2,Hyundai,2017,650000,40000,Petrol,18.6,1197,5
1475,Hyundai i20 1.4,Hyundai,2012,290000,100000,Diesel,21.9,1396,5
1476,Maruti Alto 800,Maruti,2017,300000,50000,Petrol,24.7,796,5
1477,Maruti Swift Dzire,Maruti,2010,270000,120000,Diesel,19.3,1248,5
1478,Hyundai Xcent 1.1,Hyundai,2015,400000,60000,Diesel,24.4,1120,5
1479,Maruti Alto 800,Maruti,2015,280000,28000,Petrol,22.74,796,5
1480,Maruti Swift Dzire,Maruti,2009,250000,60000,Petrol,17.5,1298,5
1481,Maruti Swift Dzire,Maruti,2012,495000,80000,Diesel,19.3,1248,5
1482,Ford Endeavour 3.2,Ford,2018,3250000,12000,Diesel,10.91,3198,7
1483,Honda Amaze V,Honda,2019,700000,4500,Petrol,19.5,1199,5
1484,Tata Indigo eCS,Tata,2013,310000,70000,Diesel,25.0,1396,5
1485,Renault Duster 85PS,Renault,2017,650000,120000,Diesel,19.87,1461,5
1486,Honda Jazz 1.2,Honda,2015,600000,80000,Petrol,19.0,1199,5
1487,Tata New Safari,Tata,2009,150000,150000,Diesel,11.57,2179,7
1488,Mahindra Renault Logan,Mahindra,2009,135000,120000,Petrol,15.7,1390,5
1489,Maruti Swift Dzire,Maruti,2014,650000,50000,Diesel,23.4,1248,5
1490,Honda City V,Honda,2012,550000,83000,Petrol,16.8,1497,5
1491,Maruti Swift Dzire,Maruti,2017,650000,20000,Diesel,28.4,1248,5
1492,Toyota Fortuner 2.8,Toyota,2018,2900000,49000,Diesel,12.9,2755,7
1493,Honda Brio 1.2,Honda,2017,450000,6750,Petrol,18.5,1198,5
1494,Maruti Ciaz VXi,Maruti,2015,650000,26000,Petrol,20.73,1373,5
1495,Hyundai Grand i10,Hyundai,2017,430000,52000,Petrol,17.0,1197,5
1496,Hyundai Creta 1.6,Hyundai,2017,1143000,51000,Diesel,17.01,1582,5
1497,Maruti Swift AMT,Maruti,2019,700000,20000,Petrol,22.0,1197,5
1498,Maruti Ritz VXi,Maruti,2011,229999,18500,Petrol,18.5,1197,5
1499,Mahindra TUV 300,Mahindra,2017,509999,142000,Diesel,18.49,1493,7
1500,Ford EcoSport 1.5,Ford,2016,670000,50478,Petrol,15.85,1499,5
1501,Tata Tiago 1.2,Tata,2019,525000,9200,Petrol,23.84,1199,5
1502,Renault Duster 85PS,Renault,2016,515000,40000,Diesel,19.87,1461,5
1503,Maruti Baleno Delta,Maruti,2020,630000,5000,Petrol,21.01,1197,5
1504,Datsun RediGO A,Datsun,2019,270000,2300,Petrol,22.7,799,5
1505,Maruti Alto 800,Maruti,2016,300000,40000,Petrol,22.74,796,5
1506,Mahindra Xylo D2,Mahindra,2012,250000,119000,Diesel,14.0,2489,8
1507,Maruti Alto LX,Maruti,2005,90000,100000,Petrol,19.7,796,5
1508,Maruti Ertiga SHVS,Maruti,2017,750000,100000,Diesel,24.52,1248,7
1509,Maruti Wagon R,Maruti,2009,135000,50000,Petrol,18.9,1061,5
1510,Maruti Eeco Smiles,Maruti,2013,275000,80000,Petrol,15.1,1196,5
1511,Tata Nexon 1.2,Tata,2018,740000,15000,Petrol,17.0,1198,5
1512,Honda Amaze S,Honda,2019,690000,1303,Petrol,17.8,1198,5
1513,Audi Q5 35TDI,Audi,2018,3975000,31800,Diesel,17.01,1968,5
1514,Lexus ES 300h,Lexus,2019,5150000,20000,Petrol,22.37,2487,5
1515,Jaguar XF 2.0,Jaguar,2017,3200000,45000,Diesel,19.33,1999,5
1516,Jeep Wrangler 2016-2019,Jeep,2017,4100000,17000,Petrol,9.5,3604,5
1517,Toyota Yaris V,Toyota,2018,1000000,4295,Petrol,17.1,1496,5
1518,Toyota Yaris V,Toyota,2018,1000000,5229,Petrol,17.1,1496,5
1519,Hyundai Grand i10,Hyundai,2019,550000,4701,Petrol,20.7,1197,5
1520,Maruti Baleno Alpha,Maruti,2016,600000,6757,Petrol,21.01,1197,5
1521,Skoda Rapid 1.6,Skoda,2016,675000,28182,Petrol,14.3,1598,5
1522,Nissan Kicks XV,Nissan,2019,950000,11533,Petrol,14.23,1498,5
1523,Honda City i,Honda,2017,850000,11688,Petrol,17.8,1497,5
1524,Toyota Camry 2.5,Toyota,2016,2000000,68089,Petrol,19.16,2494,5
1525,Toyota Corolla Altis,Toyota,2012,550000,57728,Petrol,14.53,1794,5
1526,Maruti Ciaz 1.3,Maruti,2018,925000,23712,Diesel,28.09,1248,5
1527,Ford Ecosport 1.5,Ford,2015,625000,70670,Petrol,16.5,1499,5
1528,Maruti Alto 800,Maruti,2014,200000,43381,Petrol,22.74,796,5
1529,Honda City i,Honda,2014,635000,79011,Petrol,18.0,1497,5
1530,Honda Jazz VX,Honda,2016,550000,56494,Petrol,18.2,1199,5
1531,Maruti SX4 VDI,Maruti,2014,425000,50000,Diesel,21.79,1248,5
1532,Maruti Wagon R,Maruti,2011,220000,40000,Petrol,18.9,998,5
1533,Hyundai Grand i10,Hyundai,2018,590000,10000,Petrol,18.9,1197,5
1534,Mahindra Thar CRDe,Mahindra,2017,775000,35000,Diesel,16.55,2498,6
1535,Maruti Ritz VXi,Maruti,2015,350000,58500,Petrol,18.5,1197,5
1536,Maruti Baleno Delta,Maruti,2018,575000,20000,Petrol,21.4,1197,5
1537,Nissan Micra XL,Nissan,2011,200000,43500,Petrol,18.06,1198,5
